"country","fuel-type","type-of-vehicle","Unit","Date","Value"
"Poland","Petrol","Passenger cars","Number","2017","12156450"
"Poland","Petrol","Passenger cars","Number","2018","12414546"
"Poland","Petrol","Passenger cars","Number","2019","12810759"
"Poland","Petrol","Passenger cars","Number","2020","13138355"
"Poland","Petrol","Passenger cars","Number","2021","13486383"
"Poland","Diesel","Passenger cars","Number","1995","736000"
"Poland","Diesel","Passenger cars","Number","1996","792281"
"Poland","Diesel","Passenger cars","Number","1997","774100"
"Poland","Diesel","Passenger cars","Number","1998","814000"
"Poland","Diesel","Passenger cars","Number","1999","749000"
"Poland","Diesel","Passenger cars","Number","2000","797300"
"Poland","Diesel","Passenger cars","Number","2001","845300"
"Poland","Diesel","Passenger cars","Number","2003","1007500"
"Poland","Diesel","Passenger cars","Number","2004","1744000"
"Poland","Diesel","Passenger cars","Number","2005","1260000"
"Poland","Diesel","Passenger cars","Number","2006","1640000"
"Poland","Diesel","Passenger cars","Number","2007","2182000"
"Poland","Diesel","Passenger cars","Number","2008","2906000"
"Poland","Diesel","Passenger cars","Number","2009","3371000"
"Poland","Diesel","Passenger cars","Number","2010","3871000"
"Poland","Diesel","Passenger cars","Number","2011","4416000"
"Poland","Diesel","Passenger cars","Number","2012","4830000"
"Poland","Diesel","Passenger cars","Number","2013","5259881"
"Poland","Diesel","Passenger cars","Number","2014","5675734"
"Poland","Diesel","Passenger cars","Number","2015","6090488"
"Poland","Diesel","Passenger cars","Number","2016","6554145"
"Poland","Diesel","Passenger cars","Number","2017","6874307"
"Poland","Diesel","Passenger cars","Number","2018","7292917"
"Poland","Diesel","Passenger cars","Number","2019","7622695"
"Poland","Diesel","Passenger cars","Number","2020","7912445"
"Poland","Diesel","Passenger cars","Number","2021","8154147"
"Poland","Alternative (total)","Passenger cars","Number","1995","10266"
"Poland","Alternative (total)","Passenger cars","Number","1996","11499"
"Poland","Alternative (total)","Passenger cars","Number","1997","26900"
"Poland","Alternative (total)","Passenger cars","Number","1998","29000"
"Poland","Alternative (total)","Passenger cars","Number","1999","154000"
"Poland","Alternative (total)","Passenger cars","Number","2000","151000"
"Poland","Alternative (total)","Passenger cars","Number","2001","444500"
"Poland","Alternative (total)","Passenger cars","Number","2003","730000"
"Poland","Alternative (total)","Passenger cars","Number","2004","841000"
"Poland","Alternative (total)","Passenger cars","Number","2005","1925000"
"Poland","Alternative (total)","Passenger cars","Number","2006","2179000"
"Poland","Alternative (total)","Passenger cars","Number","2007","2432000"
"Poland","Alternative (total)","Passenger cars","Number","2008","2639000"
"Poland","Alternative (total)","Passenger cars","Number","2009","2728000"
"Poland","Alternative (total)","Passenger cars","Number","2010","2852000"
"Poland","Alternative (total)","Passenger cars","Number","2011","2974000"
"Poland","Alternative (total)","Passenger cars","Number","2012","3103000"
"Poland","Alternative (total)","Passenger cars","Number","2013","3191958"
"Poland","Alternative (total)","Passenger cars","Number","2014","3242593"
"Poland","Alternative (total)","Passenger cars","Number","2015","3317840"
"Poland","Alternative (total)","Passenger cars","Number","2016","3427055"
"Poland","Alternative (total)","Passenger cars","Number","2017","3472822"
"Poland","Alternative (total)","Passenger cars","Number","2018","3721553"
"Poland","Alternative (total)","Passenger cars","Number","2019","3926712"
"Poland","Alternative (total)","Passenger cars","Number","2020","4063062"
"Poland","Alternative (total)","Passenger cars","Number","2021","4229274"
"Portugal","Petrol","Passenger cars","Number","2010","2569000"
"Portugal","Petrol","Passenger cars","Number","2011","2497000"
"Portugal","Petrol","Passenger cars","Number","2012","2160000"
"Portugal","Petrol","Passenger cars","Number","2013","2165168"
"Portugal","Petrol","Passenger cars","Number","2014","2283942"
"Portugal","Petrol","Passenger cars","Number","2015","2197778"
"Portugal","Petrol","Passenger cars","Number","2016","2173139"
"Portugal","Petrol","Passenger cars","Number","2017","2193135"
"Portugal","Petrol","Passenger cars","Number","2018","2253017"
"Portugal","Petrol","Passenger cars","Number","2019","2358356"
"Portugal","Petrol","Passenger cars","Number","2020","2312987"
"Portugal","Petrol","Passenger cars","Number","2021","2321668"
"Portugal","Petrol","Passenger cars","Number","2022","2377803"
"Portugal","Diesel","Passenger cars","Number","2010","2077000"
"Portugal","Diesel","Passenger cars","Number","2011","2169000"
"Portugal","Diesel","Passenger cars","Number","2012","2051000"
"Portugal","Diesel","Passenger cars","Number","2013","2121295"
"Portugal","Diesel","Passenger cars","Number","2014","2367935"
"Portugal","Diesel","Passenger cars","Number","2015","2475552"
"Portugal","Diesel","Passenger cars","Number","2016","2625271"
"Portugal","Diesel","Passenger cars","Number","2017","2809198"
"Portugal","Diesel","Passenger cars","Number","2018","2963408"
"Portugal","Diesel","Passenger cars","Number","2019","3060655"
"Portugal","Diesel","Passenger cars","Number","2020","3166757"
"Portugal","Diesel","Passenger cars","Number","2021","3206167"
"Portugal","Diesel","Passenger cars","Number","2022","3265531"
"Portugal","Alternative (total)","Passenger cars","Number","2010","47000"
"Portugal","Alternative (total)","Passenger cars","Number","2011","47000"
"Portugal","Alternative (total)","Passenger cars","Number","2012","48000"
"Portugal","Alternative (total)","Passenger cars","Number","2013","41015"
"Portugal","Alternative (total)","Passenger cars","Number","2014","47768"
"Portugal","Alternative (total)","Passenger cars","Number","2015","49633"
"Portugal","Alternative (total)","Passenger cars","Number","2016","51819"
"Portugal","Alternative (total)","Passenger cars","Number","2017","57139"
"Portugal","Alternative (total)","Passenger cars","Number","2018","66545"
"Portugal","Alternative (total)","Passenger cars","Number","2019","76030"
"Portugal","Alternative (total)","Passenger cars","Number","2020","86219"
"Portugal","Alternative (total)","Passenger cars","Number","2021","105549"
"Portugal","Alternative (total)","Passenger cars","Number","2022","135250"
"Moldova, Republic of","Petrol","Passenger cars","Number","1996","7500"
"Moldova, Republic of","Petrol","Passenger cars","Number","1997","7900"
"Moldova, Republic of","Petrol","Passenger cars","Number","1998","7700"
"Moldova, Republic of","Petrol","Passenger cars","Number","1999","7400"
"Moldova, Republic of","Petrol","Passenger cars","Number","2000","6900"
"Moldova, Republic of","Petrol","Passenger cars","Number","2001","7100"
"Moldova, Republic of","Petrol","Passenger cars","Number","2002","7500"
"Moldova, Republic of","Petrol","Passenger cars","Number","2003","8000"
"Moldova, Republic of","Petrol","Passenger cars","Number","2004","217200"
"Moldova, Republic of","Petrol","Passenger cars","Number","2005","227200"
"Moldova, Republic of","Petrol","Passenger cars","Number","2006","246758"
"Moldova, Republic of","Petrol","Passenger cars","Number","2007","259246"
"Moldova, Republic of","Petrol","Passenger cars","Number","2009","311080"
"Moldova, Republic of","Petrol","Passenger cars","Number","2010","322550"
"Moldova, Republic of","Petrol","Passenger cars","Number","2011","301730"
"Moldova, Republic of","Petrol","Passenger cars","Number","2012","309650"
"Moldova, Republic of","Petrol","Passenger cars","Number","2013","351650"
"Moldova, Republic of","Petrol","Passenger cars","Number","2014","323462"
"Moldova, Republic of","Petrol","Passenger cars","Number","2015","326979"
"Moldova, Republic of","Petrol","Passenger cars","Number","2016","354459"
"Moldova, Republic of","Petrol","Passenger cars","Number","2017","362250"
"Moldova, Republic of","Petrol","Passenger cars","Number","2018","367579"
"Moldova, Republic of","Petrol","Passenger cars","Number","2019","372749"
"Moldova, Republic of","Petrol","Passenger cars","Number","2020","377247"
"Moldova, Republic of","Petrol","Passenger cars","Number","2021","384166"
"Moldova, Republic of","Petrol","Passenger cars","Number","2022","388532"
"Moldova, Republic of","Diesel","Passenger cars","Number","1996","100"
"Moldova, Republic of","Diesel","Passenger cars","Number","1997","100"
"Moldova, Republic of","Diesel","Passenger cars","Number","1998","200"
"Moldova, Republic of","Diesel","Passenger cars","Number","1999","200"
"Moldova, Republic of","Diesel","Passenger cars","Number","2000","200"
"Moldova, Republic of","Diesel","Passenger cars","Number","2001","300"
"Moldova, Republic of","Diesel","Passenger cars","Number","2002","300"
"Moldova, Republic of","Diesel","Passenger cars","Number","2003","500"
"Moldova, Republic of","Diesel","Passenger cars","Number","2004","21300"
"Moldova, Republic of","Diesel","Passenger cars","Number","2005","22111"
"Moldova, Republic of","Diesel","Passenger cars","Number","2006","24910"
"Moldova, Republic of","Diesel","Passenger cars","Number","2007","30019"
"Moldova, Republic of","Diesel","Passenger cars","Number","2009","42550"
"Moldova, Republic of","Diesel","Passenger cars","Number","2010","48800"
"Moldova, Republic of","Diesel","Passenger cars","Number","2011","59570"
"Moldova, Republic of","Diesel","Passenger cars","Number","2012","74520"
"Moldova, Republic of","Diesel","Passenger cars","Number","2013","90450"
"Moldova, Republic of","Diesel","Passenger cars","Number","2014","103449"
"Moldova, Republic of","Diesel","Passenger cars","Number","2015","112318"
"Moldova, Republic of","Diesel","Passenger cars","Number","2016","120701"
"Moldova, Republic of","Diesel","Passenger cars","Number","2017","144585"
"Moldova, Republic of","Diesel","Passenger cars","Number","2018","159521"
"Moldova, Republic of","Diesel","Passenger cars","Number","2019","177258"
"Moldova, Republic of","Diesel","Passenger cars","Number","2020","193943"
"Moldova, Republic of","Diesel","Passenger cars","Number","2021","215476"
"Moldova, Republic of","Diesel","Passenger cars","Number","2022","232033"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","1996","300"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","1997","200"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","1998","200"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","1999","300"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2000","300"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2001","200"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2002","300"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2003","300"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2004","36000"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2005","43683"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2006","47643"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2007","49679"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2009","32740"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2010","32950"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2011","65670"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2012","72210"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2013","45290"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2014","85650"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2015","90479"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2016","71621"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2017","81284"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2018","89700"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2019","99045"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2020","106480"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2021","117264"
"Moldova, Republic of","Alternative (total)","Passenger cars","Number","2022","125405"
"Romania","Petrol","Passenger cars","Number","1995","2032250"
"Romania","Petrol","Passenger cars","Number","1996","2213229"
"Romania","Petrol","Passenger cars","Number","2008","2901000"
"Romania","Petrol","Passenger cars","Number","2009","3009000"
"Romania","Petrol","Passenger cars","Number","2010","2991000"
"Romania","Petrol","Passenger cars","Number","2011","2952000"
"Romania","Petrol","Passenger cars","Number","2012","3005000"
"Romania","Petrol","Passenger cars","Number","2013","3086276"
"Romania","Petrol","Passenger cars","Number","2014","3161031"
"Romania","Petrol","Passenger cars","Number","2015","3241746"
"Romania","Petrol","Passenger cars","Number","2016","3340914"
"Romania","Petrol","Passenger cars","Number","2017","3465038"
"Romania","Petrol","Passenger cars","Number","2018","3548968"
"Romania","Petrol","Passenger cars","Number","2019","3653648"
"Romania","Petrol","Passenger cars","Number","2020","3727421"
"Romania","Petrol","Passenger cars","Number","2021","3779048"
"Romania","Petrol","Passenger cars","Number","2022","3822436"
"Romania","Diesel","Passenger cars","Number","1995","165227"
"Romania","Diesel","Passenger cars","Number","1996","178640"
"Romania","Diesel","Passenger cars","Number","2008","1125000"
"Romania","Diesel","Passenger cars","Number","2009","1235000"
"Romania","Diesel","Passenger cars","Number","2010","1328000"
"Romania","Diesel","Passenger cars","Number","2011","1381000"
"Romania","Diesel","Passenger cars","Number","2012","1480000"
